$SYS/broker/version,mosquitto version 2.0.18
$SYS/broker/load/sockets/1min,0.39
$SYS/broker/load/connections/1min,0.39
$SYS/broker/load/messages/received/5min,1471532.92
$SYS/broker/load/messages/sent/5min,1425623.45
$SYS/broker/load/publish/received/5min,1471315.07
$SYS/broker/load/publish/sent/5min,1425472.73
$SYS/broker/load/bytes/received/5min,34405575.44
$SYS/broker/load/bytes/sent/5min,33352374.43
$SYS/broker/load/sockets/5min,0.82
$SYS/broker/load/connections/5min,0.82
$SYS/broker/load/messages/received/15min,916646.99
$SYS/broker/load/messages/sent/15min,889425.59
$SYS/broker/load/publish/received/15min,913968.17
$SYS/broker/load/publish/sent/15min,881356.90
$SYS/broker/load/bytes/received/15min,21380390.52
$SYS/broker/load/bytes/sent/15min,20641399.30
$SYS/broker/messages/stored,108
$SYS/broker/store/messages/count,108
$SYS/broker/store/messages/bytes,847
$SYS/broker/messages/received,48155843
$SYS/broker/messages/sent,51377467
$SYS/broker/publish/messages/received,46140746
$SYS/broker/publish/messages/sent,44386986
$SYS/broker/bytes/received,1095875195
$SYS/broker/bytes/sent,1065162041
$SYS/broker/publish/bytes/received,293448454
$SYS/broker/publish/bytes/sent,282449876
$SYS/broker/uptime,7051 seconds
$SYS/broker/load/messages/received/1min,2109274.27
$SYS/broker/load/messages/sent/1min,2107077.12
$SYS/broker/load/publish/received/1min,2108925.75
$SYS/broker/load/publish/sent/1min,2106894.46
$SYS/broker/load/bytes/received/1min,49622435.81
$SYS/broker/load/bytes/sent/1min,49578157.83
$SYS/broker/load/sockets/1min,0.32
$SYS/broker/load/connections/1min,0.32
$SYS/broker/load/messages/received/5min,1500666.93
$SYS/broker/load/messages/sent/5min,1456410.32
$SYS/broker/load/publish/received/5min,1500456.92
$SYS/broker/load/publish/sent/5min,1456265.03
$SYS/broker/load/bytes/received/5min,35137597.66
$SYS/broker/load/bytes/sent/5min,34122314.61
$SYS/broker/load/sockets/5min,0.79
$SYS/broker/load/connections/5min,0.79
$SYS/broker/load/messages/received/15min,933217.92
$SYS/broker/load/messages/sent/15min,906327.21
$SYS/broker/load/publish/received/15min,930571.64
$SYS/broker/load/publish/sent/15min,898356.53
$SYS/broker/load/bytes/received/15min,21785614.03
$SYS/broker/load/bytes/sent/15min,21055599.95
$SYS/broker/messages/stored,142
$SYS/broker/store/messages/count,142
$SYS/broker/store/messages/bytes,1136
$SYS/broker/messages/received,48573981
$SYS/broker/messages/sent,51795605
$SYS/broker/publish/messages/received,46558884
$SYS/broker/publish/messages/sent,44805124
$SYS/broker/bytes/received,1105910507
$SYS/broker/bytes/sent,1075197353
$SYS/broker/publish/bytes/received,296375420
$SYS/broker/publish/bytes/sent,285376842
$SYS/broker/uptime,7062 seconds
$SYS/broker/load/messages/received/1min,2134449.76
$SYS/broker/load/messages/sent/1min,2132620.65
$SYS/broker/load/publish/received/1min,2134159.62
$SYS/broker/load/publish/sent/1min,2132468.59
$SYS/broker/load/bytes/received/1min,50394181.50
$SYS/broker/load/bytes/sent/1min,50357320.50
$SYS/broker/load/sockets/1min,0.27
$SYS/broker/load/connections/1min,0.27
$SYS/broker/load/messages/received/5min,1527989.30
$SYS/broker/load/messages/sent/5min,1485326.05
$SYS/broker/load/publish/received/5min,1527786.85
$SYS/broker/load/publish/sent/5min,1485185.98
$SYS/broker/load/bytes/received/5min,35824959.63
$SYS/broker/load/bytes/sent/5min,34846229.40
$SYS/broker/load/sockets/5min,0.76
$SYS/broker/load/connections/5min,0.76
$SYS/broker/load/messages/received/15min,949330.19
$SYS/broker/load/messages/sent/15min,922766.14
$SYS/broker/load/publish/received/15min,946716.06
$SYS/broker/load/publish/sent/15min,914892.29
$SYS/broker/load/bytes/received/15min,22179738.37
$SYS/broker/load/bytes/sent/15min,21458592.38
$SYS/broker/messages/stored,176
$SYS/broker/store/messages/count,176
$SYS/broker/store/messages/bytes,1426
$SYS/broker/messages/received,48988235
$SYS/broker/messages/sent,52209859
$SYS/broker/publish/messages/received,46973138
$SYS/broker/publish/messages/sent,45219378
$SYS/broker/bytes/received,1115852603
$SYS/broker/bytes/sent,1085139449
$SYS/broker/publish/bytes/received,299275198
$SYS/broker/publish/bytes/sent,288276620
$SYS/broker/uptime,7073 seconds
$SYS/broker/load/messages/received/1min,2160885.68
$SYS/broker/load/messages/sent/1min,2159349.25
$SYS/broker/load/publish/received/1min,2160272.27
$SYS/broker/load/publish/sent/1min,2159025.31
$SYS/broker/load/bytes/received/1min,51086441.20
$SYS/broker/load/bytes/sent/1min,51061966.93
$SYS/broker/load/sockets/1min,0.22
$SYS/broker/load/connections/1min,0.22
$SYS/broker/load/messages/received/5min,1555505.29
$SYS/broker/load/messages/sent/5min,1514375.07
$SYS/broker/load/publish/received/5min,1555230.20
$SYS/broker/load/publish/sent/5min,1514197.63
$SYS/broker/load/bytes/received/5min,36498275.81
$SYS/broker/load/bytes/sent/5min,35556117.57
$SYS/broker/load/sockets/5min,0.73
$SYS/broker/load/connections/5min,0.73
$SYS/broker/load/messages/received/15min,965643.97
$SYS/broker/load/messages/sent/15min,939401.62
$SYS/broker/load/publish/received/15min,963034.62
$SYS/broker/load/publish/sent/15min,931609.11
$SYS/broker/load/bytes/received/15min,22572685.64
$SYS/broker/load/bytes/sent/15min,21860750.52
$SYS/broker/messages/stored,55
$SYS/broker/store/messages/count,55
$SYS/broker/store/messages/bytes,353
$SYS/broker/messages/received,49408484
$SYS/broker/messages/sent,52630108
$SYS/broker/publish/messages/received,47392980
$SYS/broker/publish/messages/sent,45639411
$SYS/broker/bytes/received,1125849191
$SYS/broker/bytes/sent,1095143581
$SYS/broker/publish/bytes/received,302132829
$SYS/broker/publish/bytes/sent,291135723
$SYS/broker/uptime,7084 seconds
$SYS/broker/load/messages/received/1min,2181086.97
$SYS/broker/load/messages/sent/1min,2179807.91
$SYS/broker/load/publish/received/1min,2180576.31
$SYS/broker/load/publish/sent/1min,2179538.23
$SYS/broker/load/bytes/received/1min,51163116.44
$SYS/broker/load/bytes/sent/1min,51142741.84
$SYS/broker/load/sockets/1min,0.19
$SYS/broker/load/connections/1min,0.19
$SYS/broker/load/messages/received/5min,1581642.39
$SYS/broker/load/messages/sent/5min,1541992.96
$SYS/broker/load/publish/received/5min,1581377.20
$SYS/broker/load/publish/sent/5min,1541821.91
$SYS/broker/load/bytes/received/5min,37039967.20
$SYS/broker/load/bytes/sent/5min,36131729.09
$SYS/broker/load/sockets/5min,0.71
$SYS/broker/load/connections/5min,0.71
$SYS/broker/load/messages/received/15min,981628.57
$SYS/broker/load/messages/sent/15min,955705.01
$SYS/broker/load/publish/received/15min,979050.92
$SYS/broker/load/publish/sent/15min,948007.16
$SYS/broker/load/bytes/received/15min,22924626.53
$SYS/broker/load/bytes/sent/15min,22221339.88
$SYS/broker/messages/stored,78
$SYS/broker/store/messages/count,78
$SYS/broker/store/messages/bytes,566
$SYS/broker/messages/received,49826756
$SYS/broker/messages/sent,53048380
$SYS/broker/publish/messages/received,47811252
$SYS/broker/publish/messages/sent,46057683
$SYS/broker/bytes/received,1135298957
$SYS/broker/bytes/sent,1104593347
$SYS/broker/publish/bytes/received,304471971
$SYS/broker/publish/bytes/sent,293474865
$SYS/broker/uptime,7095 seconds
$SYS/broker/load/messages/received/1min,2224203.93
$SYS/broker/load/messages/sent/1min,2223139.13
$SYS/broker/load/publish/received/1min,2223778.82
$SYS/broker/load/publish/sent/1min,2222914.62
$SYS/broker/load/bytes/received/1min,51987612.86
$SYS/broker/load/bytes/sent/1min,51970651.20
$SYS/broker/load/sockets/1min,0.15
$SYS/broker/load/connections/1min,0.15
$SYS/broker/load/messages/received/5min,1612491.02
$SYS/broker/load/messages/sent/5min,1574269.08
$SYS/broker/load/publish/received/5min,1612235.38
$SYS/broker/load/publish/sent/5min,1574104.19
$SYS/broker/load/bytes/received/5min,37725645.09
$SYS/broker/load/bytes/sent/5min,36850105.90
$SYS/broker/load/sockets/5min,0.68
$SYS/broker/load/connections/5min,0.68
$SYS/broker/load/messages/received/15min,999326.25
$SYS/broker/load/messages/sent/15min,973717.60
$SYS/broker/load/publish/received/15min,996779.92
$SYS/broker/load/publish/sent/15min,966113.26
$SYS/broker/load/bytes/received/15min,23327455.77
$SYS/broker/load/bytes/sent/15min,22632712.53
$SYS/broker/messages/stored,112
$SYS/broker/store/messages/count,112
$SYS/broker/store/messages/bytes,855
$SYS/broker/messages/received,50273812
$SYS/broker/messages/sent,53495436
$SYS/broker/publish/messages/received,48258308
$SYS/broker/publish/messages/sent,46504739
$SYS/broker/bytes/received,1145581245
$SYS/broker/bytes/sent,1114875635
$SYS/broker/publish/bytes/received,307154307
$SYS/broker/publish/bytes/sent,296157201
$SYS/broker/uptime,7106 seconds
$SYS/broker/load/messages/received/1min,2235931.37
$SYS/broker/load/messages/sent/1min,2235044.93
$SYS/broker/load/publish/received/1min,2235577.46
$SYS/broker/load/publish/sent/1min,2234858.03
$SYS/broker/load/bytes/received/1min,52118156.56
$SYS/broker/load/bytes/sent/1min,52104036.13
$SYS/broker/load/sockets/1min,0.13
$SYS/broker/load/connections/1min,0.13
$SYS/broker/load/messages/received/5min,1637034.83
$SYS/broker/load/messages/sent/5min,1600188.97
$SYS/broker/load/publish/received/5min,1636788.39
$SYS/broker/load/publish/sent/5min,1600030.02
$SYS/broker/load/bytes/received/5min,38267170.41
$SYS/broker/load/bytes/sent/5min,37423152.89
$SYS/broker/load/sockets/5min,0.66
$SYS/broker/load/connections/5min,0.66
$SYS/broker/load/messages/received/15min,1015056.34
$SYS/broker/load/messages/sent/15min,989758.78
$SYS/broker/load/publish/received/15min,1012540.94
$SYS/broker/load/publish/sent/15min,982246.82
$SYS/broker/load/bytes/received/15min,23685081.68
$SYS/broker/load/bytes/sent/15min,22998778.06
$SYS/broker/messages/stored,146
$SYS/broker/store/messages/count,146
$SYS/broker/store/messages/bytes,1146
$SYS/broker/messages/received,50694418
$SYS/broker/messages/sent,53916042
$SYS/broker/publish/messages/received,48678914
$SYS/broker/publish/messages/sent,46925345
$SYS/broker/bytes/received,1155255183
$SYS/broker/bytes/sent,1124549573
$SYS/broker/publish/bytes/received,309677943
$SYS/broker/publish/bytes/sent,298680837
$SYS/broker/uptime,7117 seconds
$SYS/broker/load/messages/received/1min,2266086.03
$SYS/broker/load/messages/sent/1min,2265348.08
$SYS/broker/load/publish/received/1min,2265791.40
$SYS/broker/load/publish/sent/1min,2265192.48
$SYS/broker/load/bytes/received/1min,52695841.58
$SYS/broker/load/bytes/sent/1min,52684086.46
$SYS/broker/load/sockets/1min,0.11
$SYS/broker/load/connections/1min,0.11
$SYS/broker/load/messages/received/5min,1665077.75
$SYS/broker/load/messages/sent/5min,1629558.45
$SYS/broker/load/publish/received/5min,1664840.19
$SYS/broker/load/publish/sent/5min,1629405.22
$SYS/broker/load/bytes/received/5min,38890002.85
$SYS/broker/load/bytes/sent/5min,38076372.15
$SYS/broker/load/sockets/5min,0.63
$SYS/broker/load/connections/5min,0.63
$SYS/broker/load/messages/received/15min,1032074.15
$SYS/broker/load/messages/sent/15min,1007083.90
$SYS/broker/load/publish/received/15min,1029589.31
$SYS/broker/load/publish/sent/15min,999663.19
$SYS/broker/load/bytes/received/15min,24072375.86
$SYS/broker/load/bytes/sent/15min,23394409.35
$SYS/broker/messages/stored,180
$SYS/broker/store/messages/count,180
$SYS/broker/store/messages/bytes,1439
$SYS/broker/messages/received,51137342
$SYS/broker/messages/sent,54358966
$SYS/broker/publish/messages/received,49121838
$SYS/broker/publish/messages/sent,47368269
$SYS/broker/bytes/received,1165442435
$SYS/broker/bytes/sent,1134736825
$SYS/broker/publish/bytes/received,312335487
$SYS/broker/publish/bytes/sent,301338381
$SYS/broker/uptime,7128 seconds
$SYS/broker/load/messages/received/1min,2294502.53
$SYS/broker/load/messages/sent/1min,2293888.19
$SYS/broker/load/publish/received/1min,2294257.26
$SYS/broker/load/publish/sent/1min,2293758.66
$SYS/broker/load/bytes/received/1min,53440189.69
$SYS/broker/load/bytes/sent/1min,53430403.66
$SYS/broker/load/sockets/1min,0.09
$SYS/broker/load/connections/1min,0.09
$SYS/broker/load/messages/received/5min,1692823.13
$SYS/broker/load/messages/sent/5min,1658582.61
$SYS/broker/load/publish/received/5min,1692594.12
$SYS/broker/load/publish/sent/5min,1658434.90
$SYS/broker/load/bytes/received/5min,39547030.56
$SYS/broker/load/bytes/sent/5min,38762692.67
$SYS/broker/load/sockets/5min,0.61
$SYS/broker/load/connections/5min,0.61
$SYS/broker/load/messages/received/15min,1049125.50
$SYS/broker/load/messages/sent/15min,1024438.83
$SYS/broker/load/publish/received/15min,1046670.84
$SYS/broker/load/publish/sent/15min,1017108.26
$SYS/broker/load/bytes/received/15min,24474069.34
$SYS/broker/load/bytes/sent/15min,23804338.65
$SYS/broker/messages/stored,214
$SYS/broker/store/messages/count,214
$SYS/broker/store/messages/bytes,1733
$SYS/broker/messages/received,51583892
$SYS/broker/messages/sent,54805516
$SYS/broker/publish/messages/received,49568388
$SYS/broker/publish/messages/sent,47814819
$SYS/broker/bytes/received,1175918003
$SYS/broker/bytes/sent,1145212393
$SYS/broker/publish/bytes/received,315219705
$SYS/broker/publish/bytes/sent,304222599
$SYS/broker/uptime,7139 seconds
$SYS/broker/load/messages/received/1min,2328109.97
$SYS/broker/load/messages/sent/1min,2327598.54
$SYS/broker/load/publish/received/1min,2327903.04
$SYS/broker/load/publish/sent/1min,2327487.97
$SYS/broker/load/bytes/received/1min,54519391.66
$SYS/broker/load/bytes/sent/1min,54511244.88
$SYS/broker/load/sockets/1min,0.07
$SYS/broker/load/connections/1min,0.07
$SYS/broker/load/messages/received/5min,1721708.35
$SYS/broker/load/messages/sent/5min,1688700.58
$SYS/broker/load/publish/received/5min,1721487.00
$SYS/broker/load/publish/sent/5min,1688557.59
$SYS/broker/load/bytes/received/5min,40279171.76
$SYS/broker/load/bytes/sent/5min,39523072.06
$SYS/broker/load/sockets/5min,0.59
$SYS/broker/load/connections/5min,0.59
$SYS/broker/load/messages/received/15min,1066691.35
$SYS/broker/load/messages/sent/15min,1042304.57
$SYS/broker/load/publish/received/15min,1064266.31
$SYS/broker/load/publish/sent/15min,1035062.86
$SYS/broker/load/bytes/received/15min,24904209.04
$SYS/broker/load/bytes/sent/15min,24242614.13
$SYS/broker/messages/stored,248
$SYS/broker/store/messages/count,248
$SYS/broker/store/messages/bytes,2027
$SYS/broker/messages/received,52041333
$SYS/broker/messages/sent,55262957
$SYS/broker/publish/messages/received,50025826
$SYS/broker/publish/messages/sent,48272257
$SYS/broker/bytes/received,1186896521
$SYS/broker/bytes/sent,1156190911
$SYS/broker/publish/bytes/received,318421771
$SYS/broker/publish/bytes/sent,307424665
$SYS/broker/uptime,7150 seconds
$SYS/broker/load/messages/received/1min,2310050.79
$SYS/broker/load/messages/sent/1min,2309607.67
$SYS/broker/load/publish/received/1min,2309365.94
$SYS/broker/load/publish/sent/1min,2309251.56
$SYS/broker/load/bytes/received/1min,53807867.69
$SYS/broker/load/bytes/sent/1min,53810211.49
$SYS/broker/load/sockets/1min,0.06
$SYS/broker/load/connections/1min,0.06
$SYS/broker/load/messages/received/5min,1739658.94
$SYS/broker/load/messages/sent/5min,1707835.80
$SYS/broker/load/publish/received/5min,1739335.39
$SYS/broker/load/publish/sent/5min,1707641.21
$SYS/broker/load/bytes/received/5min,40638929.53
$SYS/broker/load/bytes/sent/5min,39912012.80
$SYS/broker/load/sockets/5min,0.57
$SYS/broker/load/connections/5min,0.57
$SYS/broker/load/messages/received/15min,1080705.20
$SYS/broker/load/messages/sent/15min,1056613.41
$SYS/broker/load/publish/received/15min,1078272.45
$SYS/broker/load/publish/sent/15min,1049440.52
$SYS/broker/load/bytes/received/15min,25212369.42
$SYS/broker/load/bytes/sent/15min,24559473.27
$SYS/broker/messages/stored,51
$SYS/broker/store/messages/count,51
$SYS/broker/store/messages/bytes,349
$SYS/broker/messages/received,52448388
$SYS/broker/messages/sent,55670012
$SYS/broker/publish/messages/received,50432320
$SYS/broker/publish/messages/sent,48679023
$SYS/broker/bytes/received,1196113004
$SYS/broker/bytes/sent,1165418333
$SYS/broker/publish/bytes/received,320725597
$SYS/broker/publish/bytes/sent,309730641
$SYS/broker/uptime,7161 seconds
$SYS/broker/load/messages/received/1min,2321287.95
$SYS/broker/load/messages/sent/1min,2320919.05
$SYS/broker/load/publish/received/1min,2320717.82
$SYS/broker/load/publish/sent/1min,2320622.60
$SYS/broker/load/bytes/received/1min,53952968.82
$SYS/broker/load/bytes/sent/1min,53954920.01
$SYS/broker/load/sockets/1min,0.05
$SYS/broker/load/connections/1min,0.05
$SYS/broker/load/messages/received/5min,1762609.71
$SYS/broker/load/messages/sent/5min,1731932.29
$SYS/broker/load/publish/received/5min,1762297.81
$SYS/broker/load/publish/sent/5min,1731744.70
$SYS/broker/load/bytes/received/5min,41144231.76
$SYS/broker/load/bytes/sent/5min,40443485.91
$SYS/broker/load/sockets/5min,0.55
$SYS/broker/load/connections/5min,0.55
$SYS/broker/load/messages/received/15min,1096454.01
$SYS/broker/load/messages/sent/15min,1072654.88
$SYS/broker/load/publish/received/15min,1094050.81
$SYS/broker/load/publish/sent/15min,1065569.12
$SYS/broker/load/bytes/received/15min,25570265.58
$SYS/broker/load/bytes/sent/15min,24925300.70
$SYS/broker/messages/stored,74
$SYS/broker/store/messages/count,74
$SYS/broker/store/messages/bytes,566
$SYS/broker/messages/received,52884196
$SYS/broker/messages/sent,56105820
$SYS/broker/publish/messages/received,50868128
$SYS/broker/publish/messages/sent,49114831
$SYS/broker/bytes/received,1206136588
$SYS/broker/bytes/sent,1175441917
$SYS/broker/publish/bytes/received,323340445
$SYS/broker/publish/bytes/sent,312345489
$SYS/broker/uptime,7172 seconds
$SYS/broker/load/messages/received/1min,2333146.28
$SYS/broker/load/messages/sent/1min,2332839.18
$SYS/broker/load/publish/received/1min,2332671.66
$SYS/broker/load/publish/sent/1min,2332592.38
$SYS/broker/load/bytes/received/1min,54131344.74
$SYS/broker/load/bytes/sent/1min,54132969.09
$SYS/broker/load/messages/received/5min,1785272.27
$SYS/broker/load/messages/sent/5min,1755699.31
$SYS/broker/load/publish/received/5min,1784971.59
$SYS/broker/load/publish/sent/5min,1755518.48
$SYS/broker/load/bytes/received/5min,41643717.53
$SYS/broker/load/bytes/sent/5min,40968200.34
$SYS/broker/load/sockets/5min,0.53
$SYS/broker/load/connections/5min,0.53
$SYS/broker/load/messages/received/15min,1112193.06
$SYS/broker/load/messages/sent/15min,1088683.04
$SYS/broker/load/publish/received/15min,1109819.05
$SYS/broker/load/publish/sent/15min,1081683.36
$SYS/broker/load/bytes/received/15min,25927989.83
$SYS/broker/load/bytes/sent/15min,25290859.88
$SYS/broker/messages/stored,106
$SYS/broker/store/messages/count,106
$SYS/broker/store/messages/bytes,851
$SYS/broker/messages/received,53322744
$SYS/broker/messages/sent,56544368
$SYS/broker/publish/messages/received,51306676
$SYS/broker/publish/messages/sent,49553379
$SYS/broker/bytes/received,1216223192
$SYS/broker/bytes/sent,1185528521
$SYS/broker/publish/bytes/received,325971733
$SYS/broker/publish/bytes/sent,314976777
$SYS/broker/uptime,7183 seconds
$SYS/broker/load/messages/received/1min,2342011.35
$SYS/broker/load/messages/sent/1min,2341755.69
$SYS/broker/load/publish/received/1min,2341616.23
$SYS/broker/load/publish/sent/1min,2341550.23
$SYS/broker/load/bytes/received/1min,54256682.69
$SYS/broker/load/bytes/sent/1min,54258034.95
$SYS/broker/load/messages/received/5min,1806902.51
$SYS/broker/load/messages/sent/5min,1778394.25
$SYS/broker/load/publish/received/5min,1806612.66
$SYS/broker/load/publish/sent/5min,1778219.93
$SYS/broker/load/bytes/received/5min,42120243.13
$SYS/broker/load/bytes/sent/5min,41469046.31
$SYS/broker/load/sockets/5min,0.51
$SYS/broker/load/connections/5min,0.51
$SYS/broker/load/messages/received/15min,1127667.89
$SYS/broker/load/messages/sent/15min,1104443.47
$SYS/broker/load/publish/received/15min,1125322.72
$SYS/broker/load/publish/sent/15min,1097528.82
$SYS/broker/load/bytes/received/15min,26279689.06
$SYS/broker/load/bytes/sent/15min,25650298.86
$SYS/broker/messages/stored,138
$SYS/broker/store/messages/count,138
$SYS/broker/store/messages/bytes,1136
$SYS/broker/messages/received,53760190
$SYS/broker/messages/sent,56981814
$SYS/broker/publish/messages/received,51744122
$SYS/broker/publish/messages/sent,49990825
$SYS/broker/bytes/received,1226284450
$SYS/broker/bytes/sent,1195589779
$SYS/broker/publish/bytes/received,328596409
$SYS/broker/publish/bytes/sent,317601453
$SYS/broker/uptime,7194 seconds
$SYS/broker/load/messages/received/1min,2354455.09
$SYS/broker/load/messages/sent/1min,2354242.26
$SYS/broker/load/publish/received/1min,2354126.16
$SYS/broker/load/publish/sent/1min,2354071.22
$SYS/broker/load/bytes/received/1min,54545263.15
$SYS/broker/load/bytes/sent/1min,54546388.89
$SYS/broker/load/messages/received/5min,1828842.33
$SYS/broker/load/messages/sent/5min,1801360.44
$SYS/broker/load/publish/received/5min,1828562.91
$SYS/broker/load/publish/sent/5min,1801192.40
$SYS/broker/load/bytes/received/5min,42619210.58
$SYS/broker/load/bytes/sent/5min,41991458.53
$SYS/broker/load/sockets/5min,0.49
$SYS/broker/load/connections/5min,0.49
$SYS/broker/load/messages/received/15min,1143321.96
$SYS/broker/load/messages/sent/15min,1120379.66
$SYS/broker/load/publish/received/15min,1141005.28
$SYS/broker/load/publish/sent/15min,1113549.01
$SYS/broker/load/bytes/received/15min,26640476.89
$SYS/broker/load/bytes/sent/15min,26018732.41
$SYS/broker/messages/stored,170
$SYS/broker/store/messages/count,170
$SYS/broker/store/messages/bytes,1422
$SYS/broker/messages/received,54203178
$SYS/broker/messages/sent,57424802
$SYS/broker/publish/messages/received,52187110
$SYS/broker/publish/messages/sent,50433813
$SYS/broker/bytes/received,1236547350
$SYS/broker/bytes/sent,1205852679
$SYS/broker/publish/bytes/received,331328513
$SYS/broker/publish/bytes/sent,320333557
$SYS/broker/uptime,7205 seconds
$SYS/broker/load/messages/received/1min,2366587.86
$SYS/broker/load/messages/sent/1min,2366410.67
$SYS/broker/load/publish/received/1min,2366311.28
$SYS/broker/load/publish/sent/1min,2366265.54
$SYS/broker/load/bytes/received/1min,55164985.53
$SYS/broker/load/bytes/sent/1min,55165922.70
$SYS/broker/load/messages/received/5min,1850373.42
$SYS/broker/load/messages/sent/5min,1823880.96
$SYS/broker/load/publish/received/5min,1850103.48
$SYS/broker/load/publish/sent/5min,1823718.38
$SYS/broker/load/bytes/received/5min,43181775.48
$SYS/broker/load/bytes/sent/5min,42576624.12
$SYS/broker/load/sockets/5min,0.47
$SYS/broker/load/connections/5min,0.47
$SYS/broker/load/messages/received/15min,1158914.48
$SYS/broker/load/messages/sent/15min,1136250.88
$SYS/broker/load/publish/received/15min,1156625.74
$SYS/broker/load/publish/sent/15min,1129503.01
$SYS/broker/load/bytes/received/15min,27024402.07
$SYS/broker/load/bytes/sent/15min,26410210.44
$SYS/broker/messages/stored,202
$SYS/broker/store/messages/count,202
$SYS/broker/store/messages/bytes,1708
$SYS/broker/messages/received,54648107
$SYS/broker/messages/sent,57869731
$SYS/broker/publish/messages/received,52632036
$SYS/broker/publish/messages/sent,50878739
$SYS/broker/bytes/received,1247225580
$SYS/broker/bytes/sent,1216530909
$SYS/broker/publish/bytes/received,334442995
$SYS/broker/publish/bytes/sent,323448039
$SYS/broker/uptime,7216 seconds
$SYS/broker/load/messages/received/1min,2350207.78
$SYS/broker/load/messages/sent/1min,2350046.57
